approved,income,loan_amount,credit_history,employment_type,existing_loans,gender,age_group,geography
1,37543.6667854511,50000,5,Self-Employed,2,Female,Young,Urban
1,45776.747721910026,210000,5,Self-Employed,1,Female,Young,Suburban
1,43500.73761399978,120000,3,Self-Employed,2,Female,Young,Rural
1,41797.482315310575,240000,5,Employed,2,Male,Young,Urban
1,60791.89199888599,60000,5,Unemployed,3,Female,Middle-aged,Urban
0,65901.55590540468,150000,5,Employed,2,Male,Middle-aged,Urban
1,75860.69223665906,30000,5,Self-Employed,1,Male,Middle-aged,Urban
0,51181.93497424058,160000,3,Employed,2,Female,Young,Suburban
1,66957.30014682794,200000,5,Employed,1,Male,Senior,Suburban
1,38160.83272502587,120000,5,Self-Employed,1,Female,Young,Rural
1,63178.200274658084,500000,4,Employed,1,Male,Middle-aged,Suburban
1,39955.71483974188,320000,5,Employed,2,Female,Young,Urban
1,41670.287245554355,280000,5,Employed,2,Male,Middle-aged,Suburban
0,35043.70954317783,60000,4,Employed,2,Female,Young,Suburban
1,51499.39896242382,200000,5,Employed,1,Female,Middle-aged,Suburban
1,60225.77844493791,230000,4,Employed,1,Female,Middle-aged,Urban
0,38039.693562451415,230000,4,Self-Employed,2,Female,Young,Urban
1,60802.78500906852,480000,5,Unemployed,1,Female,Middle-aged,Rural
1,54119.22756906413,50000,5,Unemployed,1,Female,Middle-aged,Rural
1,37329.807404397485,200000,5,Employed,2,Female,Middle-aged,Urban
1,51354.801845900794,50000,5,Employed,2,Female,Young,Suburban
1,68427.37720233874,50000,5,Self-Employed,1,Male,Middle-aged,Suburban
0,48381.44295486561,260000,4,Employed,2,Female,Middle-aged,Rural
1,46711.984320035175,30000,3,Employed,2,Male,Young,Suburban
1,38525.12498659922,440000,5,Employed,2,Female,Young,Rural
1,50908.66434757313,230000,5,Self-Employed,2,Female,Middle-aged,Rural
0,58034.643634995904,200000,3,Self-Employed,1,Male,Middle-aged,Suburban
1,46170.654100118634,490000,5,Self-Employed,1,Female,Young,Rural
1,54576.92017248278,80000,5,Self-Employed,1,Female,Middle-aged,Urban
0,73937.01307237936,20000,3,Unemployed,2,Female,Middle-aged,Rural
0,53963.82480337086,170000,5,Employed,2,Female,Middle-aged,Urban
1,33260.491622876485,70000,5,Employed,2,Male,Young,Rural
1,45813.506379610044,210000,5,Self-Employed,2,Female,Middle-aged,Urban
1,36201.15923179327,90000,5,Self-Employed,2,Female,Young,Rural
0,43924.756574251755,390000,5,Employed,2,Female,Young,Suburban
1,51480.41612775632,110000,5,Employed,2,Female,Young,Rural
1,58721.30793633104,580000,5,Employed,1,Female,Middle-aged,Suburban
1,80543.91789734423,360000,5,Unemployed,1,Male,Senior,Rural
0,54485.62064976684,270000,4,Self-Employed,1,Female,Middle-aged,Urban
1,40149.34647591148,60000,5,Employed,2,Female,Young,Suburban
1,52971.6394906139,110000,5,Unemployed,1,Male,Middle-aged,Urban
1,32839.118523524674,50000,5,Employed,1,Female,Young,Urban
0,31125.375889204708,80000,5,Employed,2,Female,Young,Urban
1,31843.757596172545,50000,5,Self-Employed,2,Male,Young,Suburban
1,46493.92215485977,100000,5,Employed,2,Male,Middle-aged,Rural
1,37853.32605809184,30000,4,Employed,2,Female,Young,Urban
1,46413.50678212474,200000,5,Employed,2,Female,Young,Rural
0,66573.77136199367,240000,5,Employed,2,Male,Middle-aged,Suburban
1,49349.85214092659,220000,5,Self-Employed,2,Male,Middle-aged,Rural
1,40747.62916804307,160000,5,Employed,2,Female,Young,Urban
1,83737.82628879299,180000,5,Employed,1,Female,Senior,Suburban
1,62444.66119044073,200000,5,Employed,1,Male,Middle-aged,Rural
1,39318.46099781509,140000,5,Unemployed,1,Female,Young,Urban
0,64933.52539332353,380000,4,Employed,1,Male,Senior,Rural
0,73810.23753960976,600000,3,Employed,1,Male,Senior,Suburban
1,53568.41566952546,260000,5,Self-Employed,2,Male,Middle-aged,Rural
1,35655.26448875154,200000,5,Employed,2,Female,Young,Suburban
1,57637.652644013724,80000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,58359.36368766092,40000,5,Self-Employed,2,Male,Middle-aged,Urban
1,51515.67677730379,130000,4,Unemployed,2,Male,Middle-aged,Urban
1,45376.74437955771,50000,5,Employed,2,Male,Middle-aged,Suburban
1,56869.53630758803,230000,5,Self-Employed,1,Female,Middle-aged,Urban
0,69728.4242263859,70000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,53771.561465906096,180000,5,Self-Employed,1,Female,Middle-aged,Urban
1,58088.05957009523,80000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,44480.2200826616,290000,5,Self-Employed,2,Female,Young,Suburban
1,44671.00816025417,230000,5,Employed,2,Female,Young,Urban
1,73644.63248051019,170000,4,Unemployed,3,Female,Senior,Rural
0,79314.03183494532,230000,5,Employed,1,Male,Senior,Urban
0,56853.45507104549,220000,5,Employed,2,Male,Middle-aged,Suburban
1,42560.170574563665,230000,5,Self-Employed,2,Male,Middle-aged,Urban
1,60549.14145729284,500000,5,Self-Employed,1,Male,Middle-aged,Urban
1,55528.6004214562,90000,5,Employed,1,Female,Middle-aged,Suburban
0,59076.42873724113,390000,5,Unemployed,2,Female,Middle-aged,Rural
1,57700.627754740046,400000,5,Self-Employed,2,Female,Middle-aged,Suburban
1,52628.1726511654,180000,5,Self-Employed,1,Male,Middle-aged,Urban
1,57720.35534488208,60000,4,Unemployed,1,Male,Middle-aged,Urban
1,46830.581954378285,120000,5,Self-Employed,1,Female,Middle-aged,Urban
1,38146.315016460445,60000,5,Self-Employed,2,Female,Young,Urban
1,74226.30350727489,50000,5,Employed,2,Male,Middle-aged,Suburban
1,51665.91461439438,70000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,63241.941633122944,500000,5,Employed,1,Female,Middle-aged,Suburban
1,44275.91619792209,200000,5,Employed,2,Male,Middle-aged,Urban
1,59342.48951941553,250000,5,Self-Employed,1,Female,Middle-aged,Suburban
0,41200.04276065957,140000,5,Self-Employed,2,Male,Young,Suburban
1,32835.2640984749,70000,5,Self-Employed,2,Female,Young,Suburban
1,66101.90904913531,90000,4,Unemployed,1,Male,Middle-aged,Urban
1,63465.145986354546,100000,5,Self-Employed,1,Female,Middle-aged,Rural
1,44622.878829557165,190000,5,Self-Employed,1,Male,Middle-aged,Urban
1,57214.103415985766,230000,5,Employed,1,Female,Middle-aged,Rural
1,70223.84074338601,320000,5,Self-Employed,1,Male,Middle-aged,Urban
0,57818.50558206398,220000,5,Self-Employed,1,Female,Middle-aged,Rural
1,55838.999764423825,260000,5,Employed,1,Female,Middle-aged,Urban
1,46274.77587199533,90000,5,Self-Employed,2,Female,Middle-aged,Rural
1,69312.22917311467,30000,3,Self-Employed,1,Female,Middle-aged,Suburban
1,51034.58363053105,260000,5,Self-Employed,2,Male,Young,Suburban
1,44646.24974900945,170000,5,Self-Employed,2,Female,Young,Urban
0,36722.207775571485,80000,5,Employed,1,Female,Young,Suburban
1,60576.58594098413,50000,5,Employed,1,Male,Middle-aged,Urban
1,72534.75054298872,200000,5,Unemployed,2,Female,Middle-aged,Suburban
1,29033.341132290283,20000,5,Self-Employed,2,Male,Young,Rural
1,67058.04893592892,250000,5,Employed,1,Female,Middle-aged,Suburban
1,48369.17726447368,20000,5,Employed,1,Male,Middle-aged,Rural
1,56990.52699055398,30000,5,Self-Employed,1,Female,Middle-aged,Urban
1,51634.020946640696,90000,4,Self-Employed,1,Female,Middle-aged,Rural
1,73919.379187574,230000,5,Employed,2,Female,Middle-aged,Rural
0,42122.90697285509,130000,5,Employed,1,Female,Middle-aged,Urban
1,86881.5490454292,30000,5,Employed,1,Male,Senior,Rural
1,56403.03138280871,160000,5,Employed,2,Male,Middle-aged,Rural
1,65348.467680198926,500000,5,Self-Employed,2,Female,Middle-aged,Rural
1,43552.02629397012,180000,5,Self-Employed,2,Female,Young,Urban
1,41037.346361285476,80000,5,Self-Employed,1,Female,Young,Suburban
1,33870.002929603295,120000,5,Employed,2,Male,Young,Rural
1,46354.47964037964,130000,5,Self-Employed,1,Male,Middle-aged,Urban
0,57241.987747810315,120000,5,Self-Employed,2,Female,Middle-aged,Suburban
1,38075.53544187037,360000,5,Employed,2,Male,Young,Suburban
0,34143.59867456571,50000,3,Self-Employed,2,Male,Young,Urban
1,37371.85107360601,20000,5,Self-Employed,2,Female,Young,Suburban
1,83964.60846944174,100000,5,Unemployed,1,Male,Senior,Rural
1,48331.25051270775,70000,5,Unemployed,1,Male,Middle-aged,Rural
1,72368.07270582582,50000,5,Self-Employed,1,Male,Middle-aged,Urban
1,39998.785184798486,10000,4,Self-Employed,2,Female,Young,Suburban
1,49338.788747973056,290000,5,Employed,1,Female,Middle-aged,Rural
1,58869.66980585017,30000,5,Employed,1,Female,Middle-aged,Urban
1,43693.58942191829,410000,4,Self-Employed,2,Female,Young,Urban
0,47768.843685703985,360000,5,Employed,2,Male,Young,Urban
0,59558.93128325867,140000,5,Self-Employed,1,Female,Middle-aged,Urban
1,43500.053508268524,210000,5,Employed,2,Female,Middle-aged,Suburban
1,39842.16118044939,220000,5,Self-Employed,2,Female,Young,Urban
1,34346.015855426296,20000,4,Self-Employed,2,Male,Young,Urban
0,69552.11351611464,620000,3,Self-Employed,1,Female,Middle-aged,Urban
1,38675.99133733316,360000,4,Employed,2,Male,Young,Urban
1,28692.20740500259,20000,5,Self-Employed,2,Female,Young,Suburban
1,36481.19274499583,50000,5,Self-Employed,2,Male,Young,Urban
1,45349.84422840835,50000,5,Self-Employed,3,Male,Young,Suburban
0,70201.18404877505,10000,5,Self-Employed,2,Male,Middle-aged,Suburban
0,76137.7067270547,100000,3,Unemployed,1,Female,Middle-aged,Urban
1,35701.320813976636,50000,5,Employed,2,Male,Young,Suburban
1,40539.32043668437,60000,5,Self-Employed,2,Male,Young,Urban
1,44673.7043529453,440000,5,Employed,2,Female,Middle-aged,Rural
1,61730.626807278764,120000,5,Self-Employed,1,Male,Middle-aged,Urban
1,84770.13393903174,50000,5,Employed,2,Female,Senior,Suburban
1,66837.93811480924,110000,4,Self-Employed,1,Female,Middle-aged,Urban
1,58040.33347058231,200000,5,Employed,2,Female,Middle-aged,Rural
1,38898.480685240866,150000,4,Employed,2,Female,Young,Suburban
0,58560.06135185312,30000,3,Self-Employed,1,Female,Middle-aged,Suburban
1,44315.258424284795,100000,5,Employed,2,Female,Young,Rural
1,50565.29674089329,360000,5,Employed,1,Female,Middle-aged,Urban
1,43626.86511648938,390000,5,Employed,2,Female,Middle-aged,Suburban
0,49935.55110373313,220000,4,Employed,1,Female,Middle-aged,Urban
1,30262.006268695077,160000,5,Self-Employed,2,Female,Young,Urban
1,42403.45633766329,230000,5,Employed,2,Female,Young,Suburban
1,39915.93350065696,120000,5,Employed,2,Male,Young,Suburban
0,79775.9390762169,100000,5,Unemployed,1,Male,Senior,Suburban
0,68025.80683692342,190000,5,Employed,2,Female,Middle-aged,Suburban
0,81968.63125072405,50000,5,Employed,1,Male,Senior,Suburban
1,64458.00365570304,240000,4,Employed,1,Female,Middle-aged,Suburban
1,33263.359066701276,40000,5,Self-Employed,2,Female,Young,Urban
1,69058.52023647653,630000,5,Self-Employed,1,Female,Middle-aged,Rural
1,47765.72971280294,160000,5,Employed,1,Female,Middle-aged,Rural
1,36360.09247632503,110000,5,Self-Employed,2,Female,Middle-aged,Urban
1,41901.08991892561,20000,5,Self-Employed,2,Male,Young,Suburban
1,81985.53046210272,210000,5,Unemployed,1,Female,Senior,Rural
1,44991.052113861995,270000,5,Employed,2,Male,Middle-aged,Suburban
1,69073.09971205296,360000,5,Self-Employed,2,Female,Senior,Urban
1,58322.66396926749,60000,5,Self-Employed,1,Female,Middle-aged,Rural
1,58293.8466757349,360000,5,Self-Employed,2,Male,Middle-aged,Urban
1,76345.00106064782,390000,3,Employed,2,Female,Middle-aged,Urban
1,48265.52540387877,250000,5,Unemployed,2,Female,Middle-aged,Suburban
0,39254.13948287319,90000,5,Employed,2,Female,Young,Rural
1,41993.78769452858,360000,5,Employed,2,Male,Young,Urban
1,34166.74173357105,50000,5,Unemployed,2,Male,Young,Suburban
1,68904.58434953683,270000,5,Employed,1,Female,Middle-aged,Suburban
1,48270.35223475373,200000,4,Employed,2,Female,Young,Suburban
1,38761.45289447754,50000,5,Self-Employed,2,Female,Young,Rural
1,50681.7608333559,350000,5,Employed,2,Male,Middle-aged,Suburban
0,99361.36482390072,160000,5,Self-Employed,2,Female,Senior,Suburban
1,78554.92761952795,80000,5,Unemployed,1,Female,Middle-aged,Rural
0,80534.95495575643,290000,3,Employed,1,Male,Senior,Urban
1,41036.862423665625,270000,5,Employed,2,Female,Young,Suburban
1,49944.01961616586,80000,5,Employed,2,Male,Middle-aged,Urban
1,53958.15630907245,50000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,50195.918241062245,30000,5,Self-Employed,1,Male,Middle-aged,Suburban
0,38928.0439637417,30000,4,Self-Employed,2,Male,Young,Urban
1,41005.5731115912,90000,5,Self-Employed,2,Male,Middle-aged,Rural
1,40974.084430640425,160000,5,Employed,2,Male,Young,Suburban
1,84079.62947091124,80000,5,Unemployed,2,Female,Senior,Rural
1,69160.78527889668,50000,5,Self-Employed,2,Male,Middle-aged,Urban
1,26054.064415397275,20000,5,Employed,2,Female,Young,Rural
0,62863.807397716875,220000,4,Employed,1,Male,Middle-aged,Rural
0,42867.60233274011,210000,5,Unemployed,2,Male,Young,Rural
1,34138.90806783108,130000,5,Self-Employed,2,Female,Young,Urban
1,52952.1491763884,260000,5,Self-Employed,1,Female,Middle-aged,Rural
1,48214.45253189245,230000,5,Employed,1,Female,Young,Urban
1,65945.41307919618,160000,5,Employed,2,Male,Middle-aged,Urban
1,51597.80731365366,50000,5,Employed,1,Male,Middle-aged,Urban
1,40197.92547434215,80000,5,Self-Employed,1,Male,Middle-aged,Rural
1,66166.147730717,110000,5,Unemployed,2,Male,Middle-aged,Suburban
1,67557.33288974791,200000,5,Employed,1,Male,Middle-aged,Suburban
1,41803.49428148299,360000,5,Self-Employed,2,Male,Young,Suburban
1,43998.53014867043,210000,4,Unemployed,2,Female,Middle-aged,Urban
1,39261.472432310715,80000,3,Self-Employed,2,Female,Young,Rural
0,49857.17422391342,300000,5,Self-Employed,1,Female,Middle-aged,Urban
1,67216.08348868845,310000,5,Self-Employed,1,Female,Middle-aged,Suburban
0,88987.13150800076,30000,5,Unemployed,1,Male,Senior,Urban
1,84923.21510082186,170000,5,Employed,1,Male,Senior,Urban
1,35655.59036245487,140000,3,Self-Employed,2,Female,Young,Urban
1,45983.27845705636,180000,4,Self-Employed,2,Female,Middle-aged,Rural
1,49187.59910691153,50000,4,Employed,2,Male,Middle-aged,Urban
1,58514.85995529247,50000,5,Self-Employed,1,Female,Middle-aged,Rural
1,36862.062555380304,110000,5,Employed,2,Female,Young,Rural
1,52582.250373545,450000,5,Unemployed,1,Female,Middle-aged,Rural
1,47831.369528536125,200000,5,Self-Employed,1,Female,Middle-aged,Urban
1,62289.404596387634,220000,5,Employed,2,Male,Middle-aged,Suburban
0,36194.012853861204,360000,5,Employed,2,Female,Young,Urban
1,62510.880735814804,50000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,30317.020570637287,40000,3,Self-Employed,2,Male,Young,Suburban
1,60421.137355955536,190000,4,Self-Employed,1,Female,Middle-aged,Suburban
1,37607.68697617837,150000,5,Employed,2,Male,Middle-aged,Urban
1,57581.75358088599,200000,4,Employed,1,Female,Middle-aged,Rural
1,83668.5221927217,270000,5,Self-Employed,1,Female,Senior,Rural
1,40315.6844680448,60000,5,Employed,2,Male,Young,Urban
1,62327.476680273816,200000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,60976.84728435051,150000,5,Self-Employed,1,Female,Middle-aged,Urban
1,39798.46396049927,180000,5,Self-Employed,2,Female,Young,Rural
1,41532.7165371556,90000,5,Employed,2,Female,Young,Rural
1,58026.15084937247,360000,4,Self-Employed,1,Female,Middle-aged,Suburban
1,38842.22577119757,90000,5,Employed,2,Female,Young,Urban
1,40516.654207388885,20000,5,Self-Employed,2,Female,Young,Suburban
1,63669.14171870714,70000,5,Employed,1,Male,Middle-aged,Urban
1,57466.704308617685,230000,5,Employed,1,Male,Middle-aged,Suburban
1,77214.5029781744,30000,5,Unemployed,1,Male,Middle-aged,Rural
1,68925.84405603868,200000,5,Unemployed,3,Female,Middle-aged,Suburban
1,65252.605307429316,100000,5,Unemployed,2,Male,Middle-aged,Urban
1,39265.37713849586,50000,5,Self-Employed,2,Female,Young,Suburban
1,44373.42607471813,20000,5,Unemployed,1,Female,Young,Urban
1,77030.2724531667,210000,5,Self-Employed,1,Female,Middle-aged,Urban
1,79735.43712354364,110000,5,Unemployed,1,Male,Senior,Rural
1,68884.45289386001,20000,5,Unemployed,1,Female,Middle-aged,Urban
1,66498.94036967025,50000,5,Unemployed,1,Female,Middle-aged,Suburban
1,65798.43759046667,50000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,58915.2430510323,400000,5,Employed,2,Female,Middle-aged,Urban
1,50111.44319048127,170000,5,Self-Employed,2,Male,Middle-aged,Rural
1,64499.39397060402,280000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,45441.87355428097,130000,5,Unemployed,1,Female,Young,Urban
1,40751.52646803632,210000,5,Self-Employed,2,Female,Middle-aged,Rural
1,40620.36400356177,370000,5,Self-Employed,2,Male,Young,Suburban
1,44144.70333351153,30000,5,Self-Employed,1,Female,Middle-aged,Rural
1,54264.10842115557,150000,4,Unemployed,2,Male,Middle-aged,Suburban
0,39511.27271631793,60000,3,Unemployed,1,Male,Middle-aged,Suburban
1,30192.932702498485,80000,5,Self-Employed,2,Female,Young,Urban
0,67965.3949810334,280000,3,Self-Employed,1,Female,Middle-aged,Urban
1,74958.34749446907,20000,1,Self-Employed,2,Female,Middle-aged,Suburban
1,43336.010346089286,270000,5,Employed,2,Male,Middle-aged,Rural
1,42284.526101280266,240000,5,Self-Employed,2,Female,Young,Suburban
1,35442.81912625673,20000,5,Employed,2,Female,Young,Urban
0,68542.76257153985,450000,4,Employed,1,Female,Middle-aged,Rural
1,63851.612342178705,10000,5,Self-Employed,2,Male,Middle-aged,Suburban
0,61041.40144220057,280000,5,Self-Employed,1,Male,Middle-aged,Rural
1,48746.3384793911,290000,5,Unemployed,2,Female,Young,Suburban
0,41948.94369299882,190000,5,Employed,2,Female,Young,Rural
1,29410.857115642335,80000,5,Employed,2,Female,Young,Urban
1,41308.47678272372,280000,5,Self-Employed,2,Female,Young,Urban
1,54090.11116000039,160000,5,Employed,1,Female,Middle-aged,Suburban
0,61645.86503829737,90000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,60047.999738604776,140000,5,Employed,2,Female,Middle-aged,Urban
1,38452.9329800851,50000,5,Employed,2,Male,Young,Rural
1,52091.390042865765,40000,5,Self-Employed,1,Female,Middle-aged,Urban
1,60626.34858201474,130000,5,Unemployed,1,Female,Middle-aged,Rural
1,49977.0099345788,70000,5,Unemployed,1,Female,Young,Urban
1,43801.24099819759,30000,5,Self-Employed,1,Female,Middle-aged,Urban
1,49371.39833123704,100000,4,Unemployed,1,Female,Middle-aged,Rural
0,46647.34736315066,20000,3,Employed,1,Female,Young,Rural
1,57492.49335684002,30000,3,Self-Employed,2,Female,Middle-aged,Suburban
0,47048.83648456346,20000,5,Self-Employed,1,Male,Middle-aged,Urban
0,40598.677235030096,100000,3,Employed,2,Female,Young,Suburban
0,38504.448071622035,30000,3,Self-Employed,2,Male,Young,Urban
1,58690.16566643479,320000,5,Employed,1,Female,Middle-aged,Rural
0,68080.18285318904,90000,3,Unemployed,2,Male,Middle-aged,Suburban
0,61909.20027361478,190000,3,Self-Employed,2,Male,Middle-aged,Rural
1,47403.49143507359,200000,5,Employed,2,Male,Young,Suburban
1,44061.19366437961,300000,5,Self-Employed,2,Female,Middle-aged,Rural
1,80511.42774009229,30000,5,Employed,2,Female,Senior,Suburban
1,75225.02166066432,110000,5,Self-Employed,3,Female,Middle-aged,Rural
1,32874.819960554865,230000,5,Employed,2,Female,Young,Urban
1,47074.89244207446,230000,5,Employed,1,Female,Middle-aged,Suburban
1,45391.84903115131,310000,5,Self-Employed,2,Female,Young,Rural
1,56518.52046434729,320000,5,Employed,1,Male,Middle-aged,Suburban
1,75106.69685811979,360000,5,Employed,1,Male,Middle-aged,Rural
0,67213.10735344041,20000,5,Unemployed,1,Female,Middle-aged,Urban
1,44844.2717419049,170000,5,Self-Employed,2,Female,Young,Urban
1,58451.98734191748,140000,5,Employed,1,Male,Middle-aged,Rural
1,44808.66090550383,80000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,62162.31629636214,150000,5,Self-Employed,2,Male,Middle-aged,Rural
1,46211.01671193797,170000,5,Self-Employed,2,Male,Young,Urban
0,41012.21637075129,200000,3,Self-Employed,1,Female,Young,Rural
